id,Group,Name,rows,cols,entries
1092,Sandia,fpga_dcop_38,1220,1220,5892
1093,Sandia,fpga_dcop_39,1220,1220,5892
1094,Sandia,fpga_dcop_40,1220,1220,5892
1095,Sandia,fpga_dcop_41,1220,1220,5892
1096,Sandia,fpga_dcop_42,1220,1220,5892
1097,Sandia,fpga_dcop_43,1220,1220,5892
1098,Sandia,fpga_dcop_44,1220,1220,5892
1099,Sandia,fpga_dcop_45,1220,1220,5892
1100,Sandia,fpga_dcop_46,1220,1220,5892
1101,Sandia,fpga_dcop_47,1220,1220,5892
1102,Sandia,fpga_dcop_48,1220,1220,5892
1103,Sandia,fpga_dcop_49,1220,1220,5892
1104,Sandia,fpga_dcop_50,1220,1220,5892
1105,Sandia,fpga_dcop_51,1220,1220,5892
152,HB,fs_760_1,760,760,5976
153,HB,fs_760_2,760,760,5976
154,HB,fs_760_3,760,760,5976
187,HB,jpwh_991,991,991,6027
2561,CPM,cz628,628,628,6346
380,DRIVCAV,cavity01,317,317,7327
381,DRIVCAV,cavity02,317,317,7327
382,DRIVCAV,cavity03,317,317,7327
383,DRIVCAV,cavity04,317,317,7327
272,HB,west2021,2021,2021,7353
893,Norris,lung1,1650,1650,7419
294,Bai,bfwa782,782,782,7514
208,HB,mahindas,1258,1258,7682
287,Averous,epb0,1794,1794,7764
467,Grund,poli,4008,4008,8188
314,Bai,mhda416,416,416,8562
214,HB,nnc1374,1374,1374,8606
1640,Bai,tols4000,4000,4000,8784
233,HB,pores_2,1224,1224,9613
309,Bai,dw1024,2048,2048,10114
1614,Bai,dw2048,2048,2048,10114
1327,Morandini,rotor2,791,791,10685
988,Sandia,adder_dcop_05,1813,1813,11097
987,Sandia,adder_dcop_04,1813,1813,11107
986,Sandia,adder_dcop_03,1813,1813,11148
984,Sandia,adder_dcop_01,1813,1813,11156
1108,Sandia,init_adder1,1813,1813,11156
989,Sandia,adder_dcop_06,1813,1813,11224
990,Sandia,adder_dcop_07,1813,1813,11226
993,Sandia,adder_dcop_10,1813,1813,11232
992,Sandia,adder_dcop_09,1813,1813,11239
991,Sandia,adder_dcop_08,1813,1813,11242
994,Sandia,adder_dcop_11,1813,1813,11243
996,Sandia,adder_dcop_13,1813,1813,11245
1002,Sandia,adder_dcop_19,1813,1813,11245
1027,Sandia,adder_dcop_44,1813,1813,11245
985,Sandia,adder_dcop_02,1813,1813,11246
995,Sandia,adder_dcop_12,1813,1813,11246
997,Sandia,adder_dcop_14,1813,1813,11246
998,Sandia,adder_dcop_15,1813,1813,11246
999,Sandia,adder_dcop_16,1813,1813,11246
1000,Sandia,adder_dcop_17,1813,1813,11246
1001,Sandia,adder_dcop_18,1813,1813,11246
1003,Sandia,adder_dcop_20,1813,1813,11246
1004,Sandia,adder_dcop_21,1813,1813,11246
1005,Sandia,adder_dcop_22,1813,1813,11246
1006,Sandia,adder_dcop_23,1813,1813,11246
1007,Sandia,adder_dcop_24,1813,1813,11246
1008,Sandia,adder_dcop_25,1813,1813,11246
1009,Sandia,adder_dcop_26,1813,1813,11246
1010,Sandia,adder_dcop_27,1813,1813,11246
1011,Sandia,adder_dcop_28,1813,1813,11246
1012,Sandia,adder_dcop_29,1813,1813,11246
1013,Sandia,adder_dcop_30,1813,1813,11246
1014,Sandia,adder_dcop_31,1813,1813,11246
1015,Sandia,adder_dcop_32,1813,1813,11246
1016,Sandia,adder_dcop_33,1813,1813,11246
1017,Sandia,adder_dcop_34,1813,1813,11246
1018,Sandia,adder_dcop_35,1813,1813,11246
1019,Sandia,adder_dcop_36,1813,1813,11246
1020,Sandia,adder_dcop_37,1813,1813,11246
1021,Sandia,adder_dcop_38,1813,1813,11246
1022,Sandia,adder_dcop_39,1813,1813,11246
1023,Sandia,adder_dcop_40,1813,1813,11246
1024,Sandia,adder_dcop_41,1813,1813,11246
1025,Sandia,adder_dcop_42,1813,1813,11246
1026,Sandia,adder_dcop_43,1813,1813,11246
1028,Sandia,adder_dcop_45,1813,1813,11246
1029,Sandia,adder_dcop_46,1813,1813,11246
1030,Sandia,adder_dcop_47,1813,1813,11246
1031,Sandia,adder_dcop_48,1813,1813,11246
1032,Sandia,adder_dcop_49,1813,1813,11246
1033,Sandia,adder_dcop_50,1813,1813,11246
1034,Sandia,adder_dcop_51,1813,1813,11246
1035,Sandia,adder_dcop_52,1813,1813,11246
1036,Sandia,adder_dcop_53,1813,1813,11246
1037,Sandia,adder_dcop_54,1813,1813,11246
1038,Sandia,adder_dcop_55,1813,1813,11246
1039,Sandia,adder_dcop_56,1813,1813,11246
1040,Sandia,adder_dcop_57,1813,1813,11246
1041,Sandia,adder_dcop_58,1813,1813,11246
1042,Sandia,adder_dcop_59,1813,1813,11246
1043,Sandia,adder_dcop_60,1813,1813,11246
1044,Sandia,adder_dcop_61,1813,1813,11246
1045,Sandia,adder_dcop_62,1813,1813,11246
1046,Sandia,adder_dcop_63,1813,1813,11246
1047,Sandia,adder_dcop_64,1813,1813,11246
1048,Sandia,adder_dcop_65,1813,1813,11246
1049,Sandia,adder_dcop_66,1813,1813,11246
1050,Sandia,adder_dcop_67,1813,1813,11246
1051,Sandia,adder_dcop_68,1813,1813,11246
1052,Sandia,adder_dcop_69,1813,1813,11246
258,HB,watt_1,1856,1856,11360
1535,Zitney,extr1b,2836,2836,11404
836,Zitney,extr1,2837,2837,11407
259,HB,watt_2,1856,1856,11550
2334,Fluorem,DK01R,903,903,11766
1613,Bai,cryg2500,2500,2500,12349
2562,CPM,cz1268,1268,1268,12786
1170,MathWorks,Pd,8081,8081,13036
838,Zitney,radfr1,1048,1048,13299
1942,JGD_CAG,CAG_mat364,364,364,13585
1378,MathWorks,Sieber,2290,2290,14873
2655,LeGresley,LeGresley_2508,2508,2508,16727
329,Bai,rbsa480,480,480,17088
330,Bai,rbsb480,480,480,17088
1865,Muite,Chebyshev2,2053,2053,18447
734,Mallya,lhr01,1477,1477,18592
375,Brethour,coater1,1348,1348,19457
545,Hollinger,g7jac010,2880,2880,19635
546,Hollinger,g7jac010sc,2880,2880,19635
810,Shyy,shyy41,4720,4720,20042
336,Bai,rw5151,5151,5151,20199
246,HB,sherman5,3312,3312,20793
371,Bomhof,circuit_2,4510,4510,21199
460,Grund,bayer09,3083,3083,21216
823,TOKAMAK,utm1700b,1700,1700,21509
1200,Hamrle,Hamrle2,5952,5952,22162
243,HB,sherman2,1080,1080,23094
866,Pothen,barth4,6019,6019,40965
755,Nasa,barth4,6019,6019,23492
837,Zitney,hydr1,5308,5308,23752
1536,Zitney,hydr1c,5308,5308,23752
213,HB,mcfe,765,765,24382
900,Shen,shermanACa,3432,3432,25220
189,HB,lns_3937,3937,3937,25407
191,HB,lnsp3937,3937,3937,25407
2563,CPM,cz2548,2548,2548,25674
457,Grund,bayer06,3008,3008,27576
459,Grund,bayer08,3008,3008,27576
456,Grund,bayer05,3268,3268,27836
458,Grund,bayer07,3268,3268,27836
917,Hohn,fd12,7500,7500,28462
2656,LeGresley,LeGresley_4908,4908,4908,30482
384,DRIVCAV,cavity05,1182,1182,32747
385,DRIVCAV,cavity06,1182,1182,32747
386,DRIVCAV,cavity07,1182,1182,32747
387,DRIVCAV,cavity08,1182,1182,32747
388,DRIVCAV,cavity09,1182,1182,32747
468,Grund,poli_large,15575,15575,33074
157,HB,gemat12,4929,4929,33111
156,HB,gemat11,4929,4929,33185
2350,Rommes,bips98_606,7135,7135,34738
370,Bomhof,circuit_1,2624,2624,35823
1866,Muite,Chebyshev3,4101,4101,36879
735,Mallya,lhr02,2954,2954,37206
568,Hollinger,jan99jac020,6774,6774,38692
569,Hollinger,jan99jac020sc,6774,6774,38692
2351,Rommes,bips98_1142,9735,9735,40983
211,HB,mbeause,496,496,41063
312,Bai,dw4096,8192,8192,41746
1615,Bai,dw8192,8192,8192,41746
825,TOKAMAK,utm3060,3060,3060,42211
1185,Rajat,rajat01,6833,6833,43250
918,Hohn,fd15,11532,11532,44206
2352,Rommes,bips98_1450,11305,11305,44678
2348,Rommes,nopss_11k,11685,11685,44941
2256,MathWorks,TS,2142,2142,45262
547,Hollinger,g7jac020,5850,5850,45465
548,Hollinger,g7jac020sc,5850,5850,45465
1620,Bai,mhd1280a,1280,1280,47906
372,Bomhof,circuit_3,12127,12127,48137
2340,Rommes,xingo_afonso_itaipu,13250,13250,48735
2343,Rommes,mimo46x46_system,13250,13250,48735
2346,Rommes,zeros_nopss_13k,13296,13296,48827
2353,Rommes,bips07_1693,13275,13275,49044
1612,Bai,cryg10000,10000,10000,49699
209,HB,mbeacxc,496,496,49920
210,HB,mbeaflw,496,496,49920
2564,CPM,cz5108,5108,5108,51412
2245,TSOPF,TSOPF_RS_b9_c6,7224,7224,54082
454,Grund,bayer03,6747,6747,56196
840,Zitney,rdist2,3198,3198,56934
1380,Andrianov,fxm3_6,5026,5026,94026
1805,Meszaros,fxm3_6,12625,6200,57722
465,Grund,meg1,2904,2904,58142
1868,Quaglino,viscoplastic1,4326,4326,61166
841,Zitney,rdist3a,2398,2398,61896
1622,Bai,mhd3200a,3200,3200,68026
389,DRIVCAV,cavity10,2597,2597,76367
390,DRIVCAV,cavity11,2597,2597,76367
391,DRIVCAV,cavity12,2597,2597,76367
392,DRIVCAV,cavity13,2597,2597,76367
393,DRIVCAV,cavity14,2597,2597,76367
394,DRIVCAV,cavity15,2597,2597,76367
736,Mallya,lhr04,4101,4101,82682
737,Mallya,lhr04c,4101,4101,82682
826,TOKAMAK,utm5940,5940,5940,83842
224,HB,orani678,2529,2529,90158
839,Zitney,rdist1,4134,4134,94408
864,Langemyr,comsol,1500,1500,97645
1624,Bai,mhd4800a,4800,4800,102252
582,Hollinger,mark3jac040,18289,18289,113435
583,Hollinger,mark3jac040sc,18289,18289,113435
